MGMT,201,Introduction to Technology Innovation Management,4.00,,,TERMS-OFFERED,0
MGMT,260,Introduction to Entrepreneurship,4.00,,,TERMS-OFFERED,0
MGMT,365,Business Plan for Entrepreneurs,4.00,MGMT260,,TERMS-OFFERED,0
MGMT,371,Business Consulting for Nonprofits,4.00,,,TERMS-OFFERED,0
MGMT,450,Strategy and Competitive Advantage,4.00,FIN301 and ORGB300 and MKTG301 or MKTG201,,TERMS-OFFERED,0
MGMT,602,Managing Technology Innovation,3.00,BUSN501 and BUSN502,,TERMS-OFFERED,0
MGMT,780,Strategic Management,3.00,BUSN501 or BUSN505 and BUSN506 and BUSN502 or BUSN507 and BUSN508 and MGMT601 and MKTG601 and ECON601 and ACCT601 and FIN601,,TERMS-OFFERED,0
MGMT,370,Business Consulting,4.00,,,TERMS-OFFERED,0
MGMT,372,Startup Consulting,4.00,MGMT260,,TERMS-OFFERED,0
MGMT,652,New Venture Planning,3.00,BUSN501 and BUSN502 or BUSN505 and BUSN506 and BUSN507 and BUSN508,,TERMS-OFFERED,0
